"subject","activity","operation","measurement","value"
"9801",14,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.926055903
"9802",14,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.0542709972186441
"9803",14,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.29363389996
"9804",14,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.356072772037037
"9805",15,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.964590430138889
"9806",15,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.919162700338983
"9807",15,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.930286443396226
"9808",15,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.0805646237194445
"9809",15,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.1199936036
"9810",15,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.0191328333041667
"9811",16,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.937083636714286
"9812",16,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.949829260434783
"9813",16,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.958174310128205
"9814",16,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.354370678627451
"9815",16,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.208680587882979
"9816",16,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.166324239117647
"9817",17,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.942791615915493
"9818",17,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.959789141875
"9819",17,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.966427323846154
"9820",17,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.0556137930852459
"9821",17,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.0860527358695652
"9822",17,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.0252781736083333
"9823",18,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.986746450769231
"9824",18,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.974980068596491
"9825",18,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.952911994794521
"9826",18,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.267273644642857
"9827",18,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.273798158
"9828",18,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.190550638155172
"9829",19,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.974832075662651
"9830",19,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.948053070136986
"9831",19,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.943193755068493
"9832",19,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.112615077990385
"9833",19,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.427928785230769
"9834",19,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.13255758081125
"9835",20,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.964960988382353
"9836",20,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.935031700454545
"9837",20,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.872525409452055
"9838",20,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.438436341294118
"9839",20,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.560191344
"9840",20,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.16454675022549
"9841",21,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.957258971111111
"9842",21,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.96756129
"9843",21,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.94354515752809
"9844",21,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.00256294245192308
"9845",21,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.277894323022222
"9846",21,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.0823434279595745
"9847",22,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.912562856666667
"9848",22,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.926995253483871
"9849",22,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.923657558412698
"9850",22,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.00386841059347826
"9851",22,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.167409716861111
"9852",22,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.230058772192857
"9853",23,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.974304149166667
"9854",23,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.930781487205882
"9855",23,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.958042411176471
"9856",23,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.202524061966102
"9857",23,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.0432283686975926
"9858",23,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.0380597405498039
"9859",24,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.984571808472222
"9860",24,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.954998005147059
"9861",24,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.934454791304348
"9862",24,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.182766476862069
"9863",24,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.169191147529091
"9864",24,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.107787679328814
"9865",25,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.67238425569863
"9866",25,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.944842993230769
"9867",25,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.95417933
"9868",25,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.170313804039189
"9869",25,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.166842375587931
"9870",25,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.199988428584615
"9871",26,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.983317083947368
"9872",26,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.937783538974359
"9873",26,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.947829677432432
"9874",26,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.185725832305085
"9875",26,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.078283777824
"9876",26,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.0439473073581818
"9877",27,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.984269087972973
"9878",27,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.971266062714286
"9879",27,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.954381606375
"9880",27,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.267741550175439
"9881",27,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.17564706475
"9882",27,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.0794059822941176
"9883",28,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.94200397775
"9884",28,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.939885478333333
"9885",28,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.87446926556962
"9886",28,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.168789019540741
"9887",28,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",0.065301199843913
"9888",28,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.178554981115686
"9889",29,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.990680395362319
"9890",29,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.961693949333333
"9891",29,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.968278553076923
"9892",29,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.182068539584906
"9893",29,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.239349053641667
"9894",29,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.141258066657755
"9895",30,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.9535584
"9896",30,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.933992577903226
"9897",30,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.885572781694915
"9898",30,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.215634315369231
"9899",30,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.0934682613774194
"9900",30,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerYaxis",-0.104299180318462
"9901",1,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.81289155944
"9902",1,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.934469558085106
"9903",1,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.977937259622642
"9904",1,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.279686751494737
"9905",1,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.297927894693878
"9906",1,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",0.0859565543849057
"9907",2,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.984792185
"9908",2,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.956862864130435
"9909",2,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.946433583518518
"9910",2,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.455222146440678
"9911",2,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.162032894287234
"9912",2,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.09454497643125
"9913",3,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.96327908016129
"9914",3,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.864322464038462
"9915",3,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.904801254590164
"9916",3,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.422998473965517
"9917",3,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.389723034061224
"9918",3,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.350797226271186
"9919",4,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.962154454259259
"9920",4,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.9269993168
"9921",4,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.887554317678571
"9922",4,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.594198325666667
"9923",4,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.512694303111111
"9924",4,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.345109817692308
"9925",5,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.965882191153846
"9926",5,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.92184351
"9927",5,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.858231387857143
"9928",5,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.483059957321429
"9929",5,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.353397850212766
"9930",5,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.28925665906383
"9931",6,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.924004748421053
"9932",6,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.925768475636364
"9933",6,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.922067224210526
"9934",6,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.550474621754386
"9935",6,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.4060143105
"9936",6,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.36587418445098
"9937",7,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.953380646346154
"9938",7,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.844083052916667
"9939",7,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.912358813773585
"9940",7,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",0.133316828089298
"9941",7,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.100121492529787
"9942",7,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.124912269443137
"9943",8,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.931146497518519
"9944",8,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.933889846521739
"9945",8,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.919744963888889
"9946",8,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.158437341970833
"9947",8,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",0.0214914840105263
"9948",8,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",0.133766193578049
"9949",9,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.9419711636
"9950",9,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.818001834824
"9951",9,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.913896832222222
"9952",9,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.0337965256573077
"9953",9,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.0349494927142857
"9954",9,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.244081808302041
"9955",10,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.959813667810345
"9956",10,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.966121042592593
"9957",10,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.938098683181818
"9958",10,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.435304215660377
"9959",10,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.268686170263158
"9960",10,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.0342347233914894
"9961",11,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.971668077017544
"9962",11,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.967884390943396
"9963",11,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.985958517446809
"9964",11,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.523093394915254
"9965",11,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.348626581521739
"9966",11,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.113701770190741
"9967",12,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.948380833666667
"9968",12,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.935916958235294
"9969",12,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.914189183770492
"9970",12,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.4521466944
"9971",12,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.48739012673913
"9972",12,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.418599992115385
"9973",13,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.945852135806452
"9974",13,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.934189007346939
"9975",13,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.964048080877193
"9976",13,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.269896395250877
"9977",13,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.233315176510213
"9978",13,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.184842227972182
"9979",14,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.894055710980392
"9980",14,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.917678155296296
"9981",14,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.917781858666667
"9982",14,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",0.0854892136933898
"9983",14,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",0.427563832371111
"9984",14,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",0.687124163703704
"9985",15,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.923923991944444
"9986",15,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.945704713050847
"9987",15,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.947905911320755
"9988",15,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.537026414814815
"9989",15,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.357407559285714
"9990",15,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.349600353270833
"9991",16,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.962524372714286
"9992",16,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.934652146521739
"9993",16,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.948540267051282
"9994",16,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.180501317941176
"9995",16,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.0379716239787234
"9996",16,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.094561233145098
"9997",17,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.950116956478873
"9998",17,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.96292107328125
"9999",17,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.966999000897436
"10000",17,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.262391594918033
"10001",17,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.245413541641304
"10002",17,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.2048157105
"10003",18,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.987224804307692
"10004",18,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.975722121403509
"10005",18,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.957216177945206
"10006",18,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.439861578035714
"10007",18,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.418258649818182
"10008",18,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.269571390465517
"10009",19,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.984740998192771
"10010",19,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.947514931780822
"10011",19,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.947753961643836
"10012",19,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.233872331063462
"10013",19,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.0783635041538461
"10014",19,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.2399806950525
"10015",20,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.971901324705882
"10016",20,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.924947175454545
"10017",20,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.910995860273973
"10018",20,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.26649772672549
"10019",20,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.213916756933333
"10020",20,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.242438965196078
"10021",21,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.940919006555556
"10022",21,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.956412505058824
"10023",21,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.942458908314607
"10024",21,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.164961027194231
"10025",21,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.145081705591111
"10026",21,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.22716417293617
"10027",22,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.941163951388889
"10028",22,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.909344305645161
"10029",22,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.938409884920635
"10030",22,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.253643608304348
"10031",22,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.383242679444444
"10032",22,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.116753339559524
"10033",23,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.972261283055556
"10034",23,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.896125263911765
"10035",23,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.926110099117647
"10036",23,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",0.1161434407
"10037",23,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",0.0947940973814815
"10038",23,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",0.104508755759412
"10039",24,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.973057781805556
"10040",24,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.954402697794118
"10041",24,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.923802467681159
"10042",24,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.314646918448276
"10043",24,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.291553822381818
"10044",24,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.28314344338983
"10045",25,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.694100368012329
"10046",25,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.962090614615385
"10047",25,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.96212373972973
"10048",25,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.430624587162162
"10049",25,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.449465441724138
"10050",25,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.237296741292308
"10051",26,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.984854487894737
"10052",26,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.94478134025641
"10053",26,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.960027795540541
"10054",26,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.384445322372881
"10055",26,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.3466485178
"10056",26,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.400902256363636
"10057",27,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.986582387972973
"10058",27,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.963220672571429
"10059",27,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.958924794125
"10060",27,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.345515217192982
"10061",27,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.303090701863636
"10062",27,"WALKING_UPSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.197338870980392
"10063",28,"LAYING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.956770904875
"10064",28,"SITTING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.9330454775
"10065",28,"STANDING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.897600800886076
"10066",28,"WALKING","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.326046195925926
"10067",28,"WALKING_DOWNSTAIRS","Standard deviation","frequencyDomainBodyAccelerometerZaxis",-0.416940283043478
